,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt,,low,,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
2800,,,,,有無,7,,,,,2800,,,,,特色,4,,
2801,,,,,周辺事態安全確保法,7,,,,,2801,,,,,食材,4,,
2802,,,,,買い取り,7,,,,,2802,,,,,暴力団,4,,
2803,,,,,補給,7,,,,,2803,,,,,人命,4,,
2804,,,,,やり取り,7,,,,,2804,,,,,災害派遣,4,,
2805,,,,,スタッフ,7,,,,,2805,,,,,サンキュー。,4,,
2806,,,,,児童,7,,,,,2806,,,,,通過,4,,
2807,,,,,剥落,7,,,,,2807,,,,,イラン,4,,
2808,,,,,購入,7,,,,,2808,,,,,懸案,4,,
2809,,,,,備蓄,7,,,,,2809,,,,,黄熱病,4,,
2810,,,,,働き盛り,7,,,,,2810,,,,,瞬間,4,,
2811,,,,,農林水産,7,,,,,2811,,,,,熱意,4,,
2812,,,,,記念,7,,,,,2812,,,,,世界じゅう,4,,
2813,,,,,職責,7,,,,,2813,,,,,あす,4,,
2814,,,,,重度,7,,,,,2814,,,,,スケジュール,4,,
2815,,,,,バイオ,7,,,,,2815,,,,,撃沈,4,,
2816,,,,,後発医薬品,7,,,,,2816,,,,,唯一の地上戦,4,,
2817,,,,,自発的,7,,,,,2817,,,,,相違,4,,
2818,,,,,被災者支援,7,,,,,2818,,,,,近傍,4,,
2819,,,,,脆弱,7,,,,,2819,,,,,艦艇,4,,
2820,,,,,逢坂,7,,,,,2820,,,,,移駐,4,,
2821,,,,,送配,7,,,,,2821,,,,,岩国,4,,
2822,,,,,保安,7,,,,,2822,,,,,訂正,4,,
2823,,,,,軌を一にする,7,,,,,2823,,,,,そのままで,4,,
2824,,,,,海保,7,,,,,2824,,,,,国権の最高機関,4,,
2825,,,,,搭載,7,,,,,2825,,,,,安保,4,,
2826,,,,,着弾,7,,,,,2826,,,,,参考資料,4,,
2827,,,,,先制攻撃,7,,,,,2827,,,,,前文,4,,
2828,,,,,証明,7,,,,,2828,,,,,勝手,4,,
2829,,,,,はめ,7,,,,,2829,,,,,いやいや,4,,
2830,,,,,帰結,7,,,,,2830,,,,,大量,4,,
2831,,,,,破棄,7,,,,,2831,,,,,用語,4,,
2832,,,,,軍事力,7,,,,,2832,,,,,妥当,4,,
2833,,,,,隊員,7,,,,,2833,,,,,合理的,4,,
2834,,,,,岩手県,7,,,,,2834,,,,,蓋然性,4,,
2835,,,,,侮辱,7,,,,,2835,,,,,推測,4,,
2836,,,,,パリ協定,7,,,,,2836,,,,,文言,4,,
2837,,,,,国際組織犯罪防止条約,7,,,,,2837,,,,,要員,4,,
2838,,,,,関税撤廃,7,,,,,2838,,,,,登場,4,,
2839,,,,,ヘリパッド,7,,,,,2839,,,,,邦人救出,4,,
2840,,,,,連立,7,,,,,2840,,,,,権力,4,,
2841,,,,,金銭,7,,,,,2841,,,,,防衛政策,4,,
2842,,,,,伊勢志摩サミット,7,,,,,2842,,,,,岸田,4,,
2843,,,,,裁判所,7,,,,,2843,,,,,関わり,4,,
2844,,,,,麻生太郎,7,,,,,2844,,,,,一般的,4,,
2845,,,,,一円,7,,,,,2845,,,,,退避,4,,
2846,,,,,サプライチェーン,7,,,,,2846,,,,,撤収,4,,
2847,,,,,営利企業,7,,,,,2847,,,,,宣誓,4,,
2848,,,,,組織的犯罪,7,,,,,2848,,,,,加担,4,,
2849,,,,,分割,7,,,,,2849,,,,,軍事費,4,,
2850,,,,,ネタニヤフ,7,,,,,2850,,,,,固有,4,,
2851,,,,,上級,7,,,,,2851,,,,,主流,4,,
2852,,,,,法務委員会,7,,,,,2852,,,,,明言,4,,
2853,,,,,ギャンブル,7,,,,,2853,,,,,海峡,4,,
2854,,,,,手形,7,,,,,2854,,,,,敗戦,4,,
2855,,,,,第三者機関,7,,,,,2855,,,,,勝利,4,,
2856,,,,,種類,6,,,,,2856,,,,,身近,4,,
2857,,,,,税目,6,,,,,2857,,,,,夢や,4,,
2858,,,,,山田,6,,,,,2858,,,,,消滅,4,,
2859,,,,,財務,6,,,,,2859,,,,,昨年度,4,,
2860,,,,,冒頭,6,,,,,2860,,,,,地方版,4,,
2861,,,,,自主性,6,,,,,2861,,,,,特殊,4,,
2862,,,,,農林水産委員会,6,,,,,2862,,,,,位置,4,,
2863,,,,,ファクト,6,,,,,2863,,,,,操業,4,,
2864,,,,,BEST MIX!,6,,,,,2864,,,,,金融,4,,
2865,,,,,景観,6,,,,,2865,,,,,値段,4,,
2866,,,,,たま,6,,,,,2866,,,,,デフレマインド,4,,
2867,,,,,ウラジオストク,6,,,,,2867,,,,,感覚,4,,
2868,,,,,区分,6,,,,,2868,,,,,ガソリン,4,,
2869,,,,,コントロールされている,6,,,,,2869,,,,,円安方向,4,,
2870,,,,,ブロック,6,,,,,2870,,,,,急増,4,,
2871,,,,,ライフライン,6,,,,,2871,,,,,東芝,4,,
2872,,,,,地震,6,,,,,2872,,,,,おわび,4,,
2873,,,,,支援策,6,,,,,2873,,,,,噴火,4,,
2874,,,,,懸案,6,,,,,2874,,,,,伝達,4,,
2875,,,,,十四日,6,,,,,2875,,,,,パッケージ,4,,
2876,,,,,相対的,6,,,,,2876,,,,,天守閣,4,,
2877,,,,,若干,6,,,,,2877,,,,,江戸城,4,,
2878,,,,,橋本,6,,,,,2878,,,,,復元,4,,
2879,,,,,減税,6,,,,,2879,,,,,千円,4,,
2880,,,,,保護者,6,,,,,2880,,,,,CO2,4,,
2881,,,,,さっき,6,,,,,2881,,,,,配分,4,,
2882,,,,,緊急事態,6,,,,,2882,,,,,政治活動,4,,
2883,,,,,単価,6,,,,,2883,,,,,ヘイトスピーチ,4,,
2884,,,,,福島第一原発事故,6,,,,,2884,,,,,日米首脳会談,4,,
2885,,,,,知る権利,6,,,,,2885,,,,,宮沢洋一,4,,
2886,,,,,全面的,6,,,,,2886,,,,,ベースロード電源,4,,
2887,,,,,歴史認識,6,,,,,2887,,,,,欧州,4,,
2888,,,,,苦痛,6,,,,,2888,,,,,融資,4,,
2889,,,,,ドア,6,,,,,2889,,,,,コスト削減,4,,
2890,,,,,悲惨,6,,,,,2890,,,,,不透明,4,,
2891,,,,,有益,6,,,,,2891,,,,,新鋭,4,,
2892,,,,,次元,6,,,,,2892,,,,,発電,4,,
2893,,,,,国際紛争,6,,,,,2893,,,,,業種,4,,
2894,,,,,命令,6,,,,,2894,,,,,第三者,4,,
2895,,,,,グアム,6,,,,,2895,,,,,セキュリティー,4,,
2896,,,,,敗戦,6,,,,,2896,,,,,期間中,4,,
2897,,,,,権力,6,,,,,2897,,,,,付き,4,,
2898,,,,,地上,6,,,,,2898,,,,,国境離島,4,,
2899,,,,,低利,6,,,,,2899,,,,,廃案,4,,
2900,,,,,無理,6,,,,,2900,,,,,副総理,4,,
2901,,,,,尊崇の念,6,,,,,2901,,,,,性格,4,,
2902,,,,,慰霊,6,,,,,2902,,,,,高校,4,,
2903,,,,,冥福,6,,,,,2903,,,,,年次,4,,
2904,,,,,先週,6,,,,,2904,,,,,コマンド,4,,
2905,,,,,十五日,6,,,,,2905,,,,,カバー,4,,
2906,,,,,寸前,6,,,,,2906,,,,,家賃,4,,
2907,,,,,生存権,6,,,,,2907,,,,,戸別訪問,4,,
2908,,,,,明文,6,,,,,2908,,,,,情報共有,4,,
2909,,,,,収れん,6,,,,,2909,,,,,宣戦布告,4,,
2910,,,,,山梨県知事,6,,,,,2910,,,,,余地,4,,
2911,,,,,もっともっと,6,,,,,2911,,,,,勝負,4,,
2912,,,,,日本国内,6,,,,,2912,,,,,透明,4,,
2913,,,,,在宅,6,,,,,2913,,,,,労働基準法,4,,
2914,,,,,待遇改善,6,,,,,2914,,,,,宮城県,4,,
2915,,,,,進歩,6,,,,,2915,,,,,現地生産,4,,
2916,,,,,急性,6,,,,,2916,,,,,カイロ,4,,
2917,,,,,教育長,6,,,,,2917,,,,,1月20日,4,,
2918,,,,,心身,6,,,,,2918,,,,,一員,4,,
2919,,,,,負債,6,,,,,2919,,,,,非難,4,,
2920,,,,,推計,6,,,,,2920,,,,,減塩,4,,
2921,,,,,党首,6,,,,,2921,,,,,訪米,4,,
2922,,,,,併用,6,,,,,2922,,,,,国の責任,4,,
2923,,,,,誰か,6,,,,,2923,,,,,無視,4,,
2924,,,,,ビザ,6,,,,,2924,,,,,地方自治,4,,
2925,,,,,国民年金,6,,,,,2925,,,,,翌年,4,,
2926,,,,,情報開示,6,,,,,2926,,,,,自衛隊派遣,4,,
2927,,,,,授業料,6,,,,,2927,,,,,可決,4,,
2928,,,,,全額,6,,,,,2928,,,,,サンゴ,4,,
2929,,,,,四十,6,,,,,2929,,,,,海域,4,,
2930,,,,,多角化,6,,,,,2930,,,,,権能,4,,
2931,,,,,会場,6,,,,,2931,,,,,恣意的,4,,
2932,,,,,技能実習制度,6,,,,,2932,,,,,北澤,4,,
2933,,,,,看護師,6,,,,,2933,,,,,衆議院選挙,4,,
2934,,,,,長時間,6,,,,,2934,,,,,苦難,4,,
2935,,,,,年末,6,,,,,2935,,,,,策源地,4,,
2936,,,,,固定資産税,6,,,,,2936,,,,,事前承認,4,,
2937,,,,,種々,6,,,,,2937,,,,,修正案,4,,
2938,,,,,同法,6,,,,,2938,,,,,自動的,4,,
2939,,,,,情報共有,6,,,,,2939,,,,,信頼性,4,,
2940,,,,,解雇,6,,,,,2940,,,,,広範,4,,
2941,,,,,みんなの党,6,,,,,2941,,,,,事務総長,4,,
2942,,,,,思想,6,,,,,2942,,,,,昼夜,4,,
2943,,,,,加盟,6,,,,,2943,,,,,本震,4,,
2944,,,,,学習指導要領,6,,,,,2944,,,,,助長,4,,
2945,,,,,Ballistic Missile Defense,6,,,,,2945,,,,,十六日,4,,
2946,,,,,石原,6,,,,,2946,,,,,テント,4,,
2947,,,,,戦闘機,6,,,,,2947,,,,,日曜日,4,,
2948,,,,,大量破壊兵器,6,,,,,2948,,,,,申し出,4,,
2949,,,,,松野,6,,,,,2949,,,,,ヘリコプター,4,,
2950,,,,,倒産,6,,,,,2950,,,,,パンフレット,4,,
2951,,,,,歳入庁,6,,,,,2951,,,,,国産米,4,,
2952,,,,,小泉総理,6,,,,,2952,,,,,大震災,4,,
2953,,,,,火力発電,6,,,,,2953,,,,,震源,4,,
2954,,,,,インフラ輸出,6,,,,,2954,,,,,西川,4,,
2955,,,,,継続的,6,,,,,2955,,,,,非親告罪,4,,
2956,,,,,がち,6,,,,,2956,,,,,宮腰,4,,
2957,,,,,二国間関係,6,,,,,2957,,,,,五つ,4,,
2958,,,,,習慣,6,,,,,2958,,,,,生産者,4,,
2959,,,,,大豆,6,,,,,2959,,,,,真っ当,4,,
2960,,,,,持続的,6,,,,,2960,,,,,労働供給,4,,
2961,,,,,得意,6,,,,,2961,,,,,若い人たち,4,,
2962,,,,,納得,6,,,,,2962,,,,,黒塗り,4,,
2963,,,,,宗教,6,,,,,2963,,,,,浜田,4,,
2964,,,,,遺族,6,,,,,2964,,,,,気候変動,4,,
2965,,,,,入札,6,,,,,2965,,,,,介護離職ゼロ,4,,
2966,,,,,残存,6,,,,,2966,,,,,稼ぎ,4,,
2967,,,,,失業,6,,,,,2967,,,,,お約束,4,,
2968,,,,,労働移動,6,,,,,2968,,,,,指針,4,,
2969,,,,,自由化,6,,,,,2969,,,,,債務残高,4,,
2970,,,,,発電,6,,,,,2970,,,,,国際競争,4,,
2971,,,,,数値目標,6,,,,,2971,,,,,成績,4,,
2972,,,,,ヘリコプター,6,,,,,2972,,,,,実質的,4,,
2973,,,,,日常,6,,,,,2973,,,,,注視する必要,4,,
2974,,,,,居住,6,,,,,2974,,,,,照会,4,,
2975,,,,,住居,6,,,,,2975,,,,,記述,4,,
2976,,,,,不測,6,,,,,2976,,,,,緊張感,4,,
2977,,,,,民間人,6,,,,,2977,,,,,現行憲法,4,,
2978,,,,,震災,6,,,,,2978,,,,,開放,4,,
2979,,,,,言動,6,,,,,2979,,,,,公式,4,,
2980,,,,,租税回避,6,,,,,2980,,,,,多忙,4,,
2981,,,,,ワーキングランチ,6,,,,,2981,,,,,下方,4,,
2982,,,,,日中首脳会談,6,,,,,2982,,,,,日中国交正常化,4,,
2983,,,,,官房副長官,6,,,,,2983,,,,,日中平和友好条約,4,,
2984,,,,,そのままで,6,,,,,2984,,,,,輸出企業,4,,
2985,,,,,恐縮,6,,,,,2985,,,,,次期政権,4,,
2986,,,,,キロ,6,,,,,2986,,,,,表敬,4,,
2987,,,,,友人,6,,,,,2987,,,,,プレゼント,4,,
2988,,,,,偏重,6,,,,,2988,,,,,前方,4,,
2989,,,,,沖縄県民,6,,,,,2989,,,,,最中,4,,
2990,,,,,日米地位協定,6,,,,,2990,,,,,北方四島,4,,
2991,,,,,所存,6,,,,,2991,,,,,日露首脳会談,4,,
2992,,,,,午前中,6,,,,,2992,,,,,島民,4,,
2993,,,,,営業,6,,,,,2993,,,,,謝罪,4,,
2994,,,,,専念,6,,,,,2994,,,,,せい,4,,
2995,,,,,上場企業,6,,,,,2995,,,,,ないじゃないですか,4,,
2996,,,,,テレワーク,6,,,,,2996,,,,,支持率,4,,
2997,,,,,サポート,6,,,,,2997,,,,,企画,4,,
2998,,,,,産業競争力会議,6,,,,,2998,,,,,若干,4,,
2999,,,,,研究者,6,,,,,2999,,,,,藤末,4,,
3000,,,,,歳出削減,6,,,,,3000,,,,,食品表示,4,,
3001,,,,,占領,6,,,,,3001,,,,,コンソーシアム,4,,
3002,,,,,立党,6,,,,,3002,,,,,算定,4,,
3003,,,,,議事,6,,,,,3003,,,,,オーファンドラッグ,4,,
3004,,,,,放置,6,,,,,3004,,,,,遠目,4,,
3005,,,,,奨励,6,,,,,3005,,,,,解説,4,,
3006,,,,,火力,6,,,,,3006,,,,,経済面,4,,
3007,,,,,位置,6,,,,,3007,,,,,圏内,4,,
3008,,,,,薬価,6,,,,,3008,,,,,年代,4,,
3009,,,,,財政出動,6,,,,,3009,,,,,丸川,4,,
3010,,,,,再生医療,6,,,,,3010,,,,,受け身,4,,
3011,,,,,手応え,6,,,,,3011,,,,,絶対的,4,,
3012,,,,,サービス産業,6,,,,,3012,,,,,OECD,4,,
3013,,,,,インパクト,6,,,,,3013,,,,,一部の人,4,,
3014,,,,,手当て,6,,,,,3014,,,,,流通,4,,
3015,,,,,幾ら,6,,,,,3015,,,,,マルキン,4,,
3016,,,,,三条件,6,,,,,3016,,,,,友情,4,,
3017,,,,,債券,6,,,,,3017,,,,,五条,4,,
3018,,,,,復興庁,6,,,,,3018,,,,,クリントン政権,4,,
3019,,,,,創薬,6,,,,,3019,,,,,全容,4,,
3020,,,,,国庫,6,,,,,3020,,,,,プロフェッショナル,4,,
3021,,,,,数年,6,,,,,3021,,,,,民法,4,,
3022,,,,,完遂,6,,,,,3022,,,,,実務,4,,
3023,,,,,武力紛争,6,,,,,3023,,,,,脱出,4,,
3024,,,,,教育再生,6,,,,,3024,,,,,公務,4,,
3025,,,,,取扱い,6,,,,,3025,,,,,着水,4,,
3026,,,,,全力投球,6,,,,,3026,,,,,足立,4,,
3027,,,,,国際基準,6,,,,,3027,,,,,附帯決議,4,,
3028,,,,,原子力防災会議,6,,,,,3028,,,,,ペンス,4,,
3029,,,,,取り締まり,6,,,,,3029,,,,,敵基地攻撃,4,,
3030,,,,,上昇基調,6,,,,,3030,,,,,糸魚川市,4,,
3031,,,,,株価,6,,,,,3031,,,,,自慢,4,,
3032,,,,,議会政治,6,,,,,3032,,,,,低位,4,,
3033,,,,,天候不順,6,,,,,3033,,,,,思慮,4,,
3034,,,,,余地,6,,,,,3034,,,,,八木,4,,
3035,,,,,担当者,6,,,,,3035,,,,,世襲,4,,
3036,,,,,成長率,6,,,,,3036,,,,,皇位継承,4,,
3037,,,,,前期比,6,,,,,3037,,,,,細野,4,,
3038,,,,,簡素,6,,,,,3038,,,,,皇族,4,,
3039,,,,,活気,6,,,,,3039,,,,,資金源,4,,
3040,,,,,科学的根拠,6,,,,,3040,,,,,議定書,4,,
3041,,,,,所信,6,,,,,3041,,,,,忍耐,4,,
3042,,,,,心の復興,6,,,,,3042,,,,,細部,4,,
3043,,,,,高み,6,,,,,3043,,,,,一般人,4,,
3044,,,,,案内,6,,,,,3044,,,,,シリア軍,4,,
3045,,,,,気概,6,,,,,3045,,,,,JR北海道,4,,
3046,,,,,ミリ,6,,,,,3046,,,,,JR四国,4,,
3047,,,,,高水準,6,,,,,3047,,,,,大喝,4,,
3048,,,,,悲観,6,,,,,3048,,,,,呼称,4,,
3049,,,,,捏造,6,,,,,3049,,,,,罰則,4,,
3050,,,,,河村,6,,,,,3050,,,,,典型,4,,
3051,,,,,本部長,6,,,,,3051,,,,,善意,4,,
3052,,,,,根っこ,6,,,,,3052,,,,,金正日,4,,
3053,,,,,経済指標,6,,,,,3053,,,,,重油,4,,
3054,,,,,問い合わせ,6,,,,,3054,,,,,自立支援,4,,
3055,,,,,利回り,6,,,,,3055,,,,,国家試験,4,,
3056,,,,,小渕,6,,,,,3056,,,,,録音,4,,
3057,,,,,写真,6,,,,,3057,,,,,録画,4,,
3058,,,,,立入検査,6,,,,,3058,,,,,無期,4,,
3059,,,,,再調査,6,,,,,3059,,,,,避難訓練,4,,
3060,,,,,キャリア形成,6,,,,,3060,,,,,デフリンピック,4,,
3061,,,,,地域社会,6,,,,,3061,,,,,増子,4,,
3062,,,,,政策目的,6,,,,,3062,,,,,北朝鮮情勢,4,,
3063,,,,,停滞,6,,,,,3063,,,,,海洋秩序,4,,
3064,,,,,誘致,6,,,,,3064,,,,,一帯一路,4,,
3065,,,,,ノウハウ,6,,,,,3065,,,,,健全性,4,,
3066,,,,,受賞,6,,,,,3066,,,,,値引き,4,,
3067,,,,,出張,6,,,,,3067,,,,,記念,4,,
3068,,,,,海上連絡メカニズム,6,,,,,3068,,,,,夕食,4,,
3069,,,,,分布,6,,,,,3069,,,,,容疑,4,,
3070,,,,,視覚障害者,6,,,,,3070,,,,,きのう,4,,
3071,,,,,福島第一原子力発電所,6,,,,,3071,,,,,ニュース,3,,
3072,,,,,強行,6,,,,,3072,,,,,労働力,3,,
3073,,,,,盛ん,6,,,,,3073,,,,,志摩線,3,,
3074,,,,,貿易収支,6,,,,,3074,,,,,保育所,3,,
3075,,,,,国民所得,6,,,,,3075,,,,,育児休業,3,,
3076,,,,,年数,6,,,,,3076,,,,,責任感,3,,
3077,,,,,向け,6,,,,,3077,,,,,アスリート,3,,
3078,,,,,優秀,6,,,,,3078,,,,,ユニバーサルデザイン,3,,
3079,,,,,コマツ,6,,,,,3079,,,,,バス,3,,
3080,,,,,一刻,6,,,,,3080,,,,,公的債務,3,,
3081,,,,,総額,6,,,,,3081,,,,,財政出動,3,,
3082,,,,,河野談話,6,,,,,3082,,,,,部会,3,,
3083,,,,,発現,6,,,,,3083,,,,,政府税制調査会,3,,
3084,,,,,実体経済,6,,,,,3084,,,,,来月,3,,
3085,,,,,用地,6,,,,,3085,,,,,アルジェリア,3,,
3086,,,,,農林水産大臣,6,,,,,3086,,,,,日本版,3,,
3087,,,,,食の安全,6,,,,,3087,,,,,恣意,3,,
3088,,,,,政治団体,6,,,,,3088,,,,,秘密会,3,,
3089,,,,,規範,6,,,,,3089,,,,,それら,3,,
3090,,,,,後藤,6,,,,,3090,,,,,SEALANE,3,,
3091,,,,,列挙,6,,,,,3091,,,,,短期間,3,,
3092,,,,,井坂,6,,,,,3092,,,,,自然環境,3,,
3093,,,,,奨学,6,,,,,3093,,,,,井上,3,,
3094,,,,,高卒,6,,,,,3094,,,,,幹事,3,,
3095,,,,,信書,6,,,,,3095,,,,,国庫負担,3,,
3096,,,,,偉大,6,,,,,3096,,,,,恒久,3,,
3097,,,,,直接投資,6,,,,,3097,,,,,土台,3,,
3098,,,,,出現,6,,,,,3098,,,,,業績,3,,
3099,,,,,闘い,6,,,,,3099,,,,,指数,3,,
3100,,,,,イラン,6,,,,,3100,,,,,コア,3,,
3101,,,,,砲撃,6,,,,,3101,,,,,生鮮食品,3,,
3102,,,,,行使容認,6,,,,,3102,,,,,借金,3,,
3103,,,,,限定的,6,,,,,3103,,,,,結束,3,,
3104,,,,,政治資金規正法,6,,,,,3104,,,,,ペーパー,3,,
3105,,,,,国民主権,6,,,,,3105,,,,,多様化,3,,
3106,,,,,商品券,6,,,,,3106,,,,,労働生産性,3,,
3107,,,,,たばこ,6,,,,,3107,,,,,パイ,3,,
3108,,,,,複雑,6,,,,,3108,,,,,授業料,3,,
3109,,,,,株主,6,,,,,3109,,,,,取り扱い,3,,
3110,,,,,捜査,6,,,,,3110,,,,,決め手,3,,
3111,,,,,所有,6,,,,,3111,,,,,サイン,3,,
3112,,,,,週間,6,,,,,3112,,,,,知る権利,3,,
3113,,,,,両親,6,,,,,3113,,,,,課長,3,,
3114,,,,,メルケル,6,,,,,3114,,,,,スパイ,3,,
3115,,,,,入居,6,,,,,3115,,,,,取材,3,,
3116,,,,,毅然,6,,,,,3116,,,,,十二,3,,
3117,,,,,優位,6,,,,,3117,,,,,植民地支配,3,,
3118,,,,,原理,6,,,,,3118,,,,,韓国側,3,,
3119,,,,,人道支援,6,,,,,3119,,,,,お参り,3,,
3120,,,,,発令,6,,,,,3120,,,,,法務委員会,3,,
3121,,,,,重大性,6,,,,,3121,,,,,効力,3,,
3122,,,,,日米安保,6,,,,,3122,,,,,日本一,3,,
3123,,,,,適時,6,,,,,3123,,,,,冬のボーナス,3,,
3124,,,,,枠内,6,,,,,3124,,,,,隅々,3,,
3125,,,,,事前協議,6,,,,,3125,,,,,古川,3,,
3126,,,,,先進医療,6,,,,,3126,,,,,就業機会,3,,
3127,,,,,被用者,6,,,,,3127,,,,,難易度,3,,
3128,,,,,不法行為,6,,,,,3128,,,,,情報発信,3,,
3129,,,,,現下,6,,,,,3129,,,,,フォーラム,3,,
3130,,,,,オバマ政権,6,,,,,3130,,,,,海外移転,3,,
3131,,,,,終止符,6,,,,,3131,,,,,武器貿易条約,3,,
3132,,,,,中間層,6,,,,,3132,,,,,政治的中立,3,,
3133,,,,,厚み,6,,,,,3133,,,,,身体,3,,
3134,,,,,デジタル技術,6,,,,,3134,,,,,太田昭宏,3,,
3135,,,,,河川,6,,,,,3135,,,,,優しさ,3,,
3136,,,,,老朽化,6,,,,,3136,,,,,包括的,3,,
3137,,,,,大統領選挙,6,,,,,3137,,,,,一票の格差,3,,
3138,,,,,総括的な検証,6,,,,,3138,,,,,選挙権,3,,
3139,,,,,民需,6,,,,,3139,,,,,無限,3,,
3140,,,,,詐欺,6,,,,,3140,,,,,高等学校,3,,
3141,,,,,丹精,6,,,,,3141,,,,,日本史,3,,
3142,,,,,原油価格,6,,,,,3142,,,,,必修,3,,
3143,,,,,クルーズ,6,,,,,3143,,,,,ハローワーク,3,,
3144,,,,,現職,6,,,,,3144,,,,,隗より始めよ,3,,
3145,,,,,深化,6,,,,,3145,,,,,少子化,3,,
3146,,,,,リオ,6,,,,,3146,,,,,児童手当,3,,
3147,,,,,希望出生率,6,,,,,3147,,,,,知識,3,,
3148,,,,,ERI,6,,,,,3148,,,,,事業主,3,,
3149,,,,,不合理,6,,,,,3149,,,,,国民政党,3,,
3150,,,,,六者会合,6,,,,,3150,,,,,電力市場,3,,
3151,,,,,挑発,6,,,,,3151,,,,,達成時期,3,,
3152,,,,,生活保護制度,6,,,,,3152,,,,,ノウハウ,3,,
3153,,,,,水道,6,,,,,3153,,,,,進捗状況,3,,
3154,,,,,経済力,6,,,,,3154,,,,,緊急事態,3,,
3155,,,,,支持者,6,,,,,3155,,,,,年度内,3,,
3156,,,,,温床,6,,,,,3156,,,,,経済指標,3,,
3157,,,,,一般人,6,,,,,3157,,,,,年金保険,3,,
3158,,,,,犯罪行為,6,,,,,3158,,,,,納付,3,,
3159,,,,,心臓疾患,6,,,,,3159,,,,,徴収,3,,
3160,,,,,減価,6,,,,,3160,,,,,具体化,3,,
3161,,,,,イスラエル,6,,,,,3161,,,,,竹島問題,3,,
3162,,,,,リニア,6,,,,,3162,,,,, 競技会,3,,
3163,,,,,租税特別措置,6,,,,,3163,,,,,力任せ,3,,
3164,,,,,米中,6,,,,,3164,,,,,発電所,3,,
3165,,,,,ゴルフ,6,,,,,3165,,,,,肥大化,3,,
3166,,,,,財務長官,6,,,,,3166,,,,,使い捨て,3,,
3167,,,,,依存症,6,,,,,3167,,,,,過重労働,3,,
3168,,,,,葉梨,6,,,,,3168,,,,,不払い,3,,
3169,,,,,家賃,6,,,,,3169,,,,,残業,3,,
3170,,,,,根拠法,6,,,,,3170,,,,,復興大臣,3,,
3171,,,,,社会的,5,,,,,3171,,,,,安全審査,3,,
3172,,,,,区割り,5,,,,,3172,,,,,防衛態勢,3,,
3173,,,,,朝鮮半島,5,,,,,3173,,,,,殿御,3,,
3174,,,,,通過,5,,,,,3174,,,,,自律,3,,
3175,,,,,交代,5,,,,,3175,,,,,テロ事件,3,,
3176,,,,,物事,5,,,,,3176,,,,,世論,3,,
3177,,,,,青少年,5,,,,,3177,,,,,格上げ,3,,
3178,,,,,ソフト・パワー,5,,,,,3178,,,,,除染,3,,
3179,,,,,広報,5,,,,,3179,,,,,移住,3,,
3180,,,,,阪神・淡路大震災,5,,,,,3180,,,,,何事,3,,
3181,,,,,違憲,5,,,,,3181,,,,,南西,3,,
3182,,,,,介入,5,,,,,3182,,,,,倫理,3,,
3183,,,,,中長期的,5,,,,,3183,,,,,山積,3,,
3184,,,,,切磋琢磨,5,,,,,3184,,,,,財政支援,3,,
3185,,,,,多面,5,,,,,3185,,,,,人手不足,3,,
3186,,,,,地平線,5,,,,,3186,,,,,発注,3,,
3187,,,,,バックアップ,5,,,,,3187,,,,,労務,3,,
3188,,,,,知的財産,5,,,,,3188,,,,,単価,3,,
3189,,,,,撤退,5,,,,,3189,,,,,日本全国,3,,
3190,,,,,上院議員,5,,,,,3190,,,,,空港,3,,
3191,,,,,インド洋,5,,,,,3191,,,,,景観,3,,
3192,,,,,福井,5,,,,,3192,,,,,相互理解,3,,
3193,,,,,計画的,5,,,,,3193,,,,,外国人旅行者,3,,
3194,,,,,営農,5,,,,,3194,,,,,おもてなし,3,,
3195,,,,,ハウス,5,,,,,3195,,,,,世界遺産,3,,
3196,,,,,土砂災害,5,,,,,3196,,,,,和食,3,,
3197,,,,,適時適切,5,,,,,3197,,,,,ビザ,3,,
3198,,,,,市町村長,5,,,,,3198,,,,,インターネット,3,,
3199,,,,,運動,5,,,,,3199,,,,,インタビュー,3,,
3200,,,,,原動力,5,,,,,3200,,,,,偶発,3,,
3201,,,,,集中的,5,,,,,3201,,,,,衝突,3,,
3202,,,,,分散投資,5,,,,,3202,,,,,福島第一原発事故,3,,
3203,,,,,呼び掛け,5,,,,,3203,,,,,複合,3,,
3204,,,,,豪雪,5,,,,,3204,,,,,安全神話,3,,
3205,,,,,増員,5,,,,,3205,,,,,自主避難,3,,
3206,,,,,一生,5,,,,,3206,,,,,感想,3,,
3207,,,,,形態,5,,,,,3207,,,,,先輩,3,,
3208,,,,,増税,5,,,,,3208,,,,,寛容,3,,
3209,,,,,傾聴,5,,,,,3209,,,,,今週,3,,
3210,,,,,支援金,5,,,,,3210,,,,,全国各地,3,,
3211,,,,,利用者,5,,,,,3211,,,,,生の声,3,,
3212,,,,,宣言,5,,,,,3212,,,,,自由度,3,,
3213,,,,,竹島,5,,,,,3213,,,,,出先機関,3,,
3214,,,,,労務,5,,,,,3214,,,,,大阪都構想,3,,
3215,,,,,競技,5,,,,,3215,,,,,慰安婦問題,3,,
3216,,,,,期間中,5,,,,,3216,,,,,ドル,3,,
3217,,,,,防衛大綱,5,,,,,3217,,,,,プロ,3,,
3218,,,,,警察庁,5,,,,,3218,,,,,地域住民,3,,
