,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
2155,,,,,その道,10,,
2156,,,,,保育所,10,,
2157,,,,,九十,10,,
2158,,,,,発注,10,,
2159,,,,,容易,10,,
2160,,,,,NSC,10,,
2161,,,,,情報機関,10,,
2162,,,,,憲法九条,10,,
2163,,,,,岸田,10,,
2164,,,,,懇談会,10,,
2165,,,,,Aegis,10,,
2166,,,,,前文,10,,
2167,,,,,生存,10,,
2168,,,,,会長,10,,
2169,,,,,政権運営,10,,
2170,,,,,恒久,10,,
2171,,,,,談話,10,,
2172,,,,,英語,10,,
2173,,,,,車両,10,,
2174,,,,,哀悼,10,,
2175,,,,,こっち,10,,
2176,,,,,要支援,10,,
2177,,,,,小泉政権,10,,
2178,,,,,突破口,10,,
2179,,,,,企画,10,,
2180,,,,,老後,10,,
2181,,,,,労働生産性,10,,
2182,,,,,経済財政諮問会議,10,,
2183,,,,,国際貢献,10,,
2184,,,,,弾み,10,,
2185,,,,,前年度,10,,
2186,,,,,累積,10,,
2187,,,,,署名,10,,
2188,,,,,態度,10,,
2189,,,,,港湾,10,,
2190,,,,,少子化,10,,
2191,,,,,一般的,10,,
2192,,,,,臨時国会,10,,
2193,,,,,農地集積バンク,10,,
2194,,,,,日本再興戦略,10,,
2195,,,,,グレーゾーン,10,,
2196,,,,,主体的,10,,
2197,,,,,公共財,10,,
2198,,,,,概算,10,,
2199,,,,,メーカー,10,,
2200,,,,,混同,10,,
2201,,,,,異例,10,,
2202,,,,,朴槿恵,10,,
2203,,,,,受入れ,10,,
2204,,,,,廃棄,10,,
2205,,,,,嘉手納,10,,
2206,,,,,以南,10,,
2207,,,,,伺い,10,,
2208,,,,,主席,10,,
2209,,,,,うそ,10,,
2210,,,,,イギリス,10,,
2211,,,,,朝日新聞,10,,
2212,,,,,招待,10,,
2213,,,,,幾つ,10,,
2214,,,,,子ども,10,,
2215,,,,,歓迎,10,,
2216,,,,,公平性,10,,
2217,,,,,終了,10,,
2218,,,,,職業,10,,
2219,,,,,細やか,10,,
2220,,,,,尖閣,10,,
2221,,,,,法律上,10,,
2222,,,,,進捗状況,10,,
2223,,,,,簡潔,10,,
2224,,,,,御嶽山,10,,
2225,,,,,豪雨,10,,
2226,,,,,懸命,10,,
2227,,,,,貧困対策,10,,
2228,,,,,レッテル張り,10,,
2229,,,,,日中,10,,
2230,,,,,関係改善,10,,
2231,,,,,大量,10,,
2232,,,,,切迫,10,,
2233,,,,,宿泊,10,,
2234,,,,,根室,10,,
2235,,,,,裨益,10,,
2236,,,,,警備,10,,
2237,,,,,本社,10,,
2238,,,,,マルチ,10,,
2239,,,,,細野,10,,
2240,,,,,法務大臣,10,,
2241,,,,,最低限,10,,
2242,,,,,外形,10,,
2243,,,,,電話,10,,
2244,,,,,放射性物質,10,,
2245,,,,,職業訓練,10,,
2246,,,,,まち,10,,
2247,,,,,ひと,10,,
2248,,,,,地域再生,10,,
2249,,,,,人手不足,10,,
2250,,,,,裁量労働制,10,,
2251,,,,,更新,10,,
2252,,,,,東北地方,10,,
2253,,,,,五十,10,,
2254,,,,,加工,10,,
2255,,,,,大丈夫,10,,
2256,,,,,メリット,10,,
2257,,,,,塩崎,10,,
2258,,,,,装備,10,,
2259,,,,,人間の安全保障,10,,
2260,,,,,復興支援,10,,
2261,,,,,表彰,10,,
2262,,,,,逮捕,10,,
2263,,,,,志位,10,,
2264,,,,,国会審議,10,,
2265,,,,,暴挙,10,,
2266,,,,,解決策,10,,
2267,,,,,激甚災害,10,,
2268,,,,,特例措置,10,,
2269,,,,,配偶者控除,10,,
2270,,,,,SBS,10,,
2271,,,,,大西,10,,
2272,,,,,労政審,10,,
2273,,,,,指図,10,,
2274,,,,,処罰,10,,
2275,,,,,寛容,10,,
2276,,,,,完成,9,,
2277,,,,,論理的,9,,
2278,,,,,NHK,9,,
2279,,,,,収束,9,,
2280,,,,,実践,9,,
2281,,,,,正式,9,,
2282,,,,,其の様,9,,
2283,,,,,国民政治協会,9,,
2284,,,,,衆議院選挙,9,,
2285,,,,,経済連携,9,,
2286,,,,,駆使,9,,
2287,,,,,経済協力,9,,
2288,,,,,省エネルギー,9,,
2289,,,,,矛盾,9,,
2290,,,,,前半,9,,
2291,,,,,心配,9,,
2292,,,,,ころ,9,,
2293,,,,,活性,9,,
2294,,,,,ファイル,9,,
2295,,,,,案件,9,,
2296,,,,,来日,9,,
2297,,,,,投入,9,,
2298,,,,,きのう,9,,
2299,,,,,農水,9,,
2300,,,,,本質,9,,
2301,,,,,降雪,9,,
2302,,,,,災害派遣,9,,
2303,,,,,救助,9,,
2304,,,,,視野,9,,
2305,,,,,各県,9,,
2306,,,,,地方公務員,9,,
2307,,,,,取り扱い,9,,
2308,,,,,グループ,9,,
2309,,,,,求職者,9,,
2310,,,,,勇気,9,,
2311,,,,,冷戦,9,,
2312,,,,,事務局,9,,
2313,,,,,特定秘密保護法,9,,
2314,,,,,高い評価,9,,
2315,,,,,国際協調主義,9,,
2316,,,,,進め方,9,,
2317,,,,,同時,9,,
2318,,,,,正面,9,,
2319,,,,,申しわけ,9,,
2320,,,,,日本国憲法,9,,
2321,,,,,一条,9,,
2322,,,,,秩序,9,,
2323,,,,,日米関係,9,,
2324,,,,,五条,9,,
2325,,,,,不戦,9,,
2326,,,,,天皇陛下,9,,
2327,,,,,カンボジア,9,,
2328,,,,,加盟国,9,,
2329,,,,,防衛政策,9,,
2330,,,,,合憲,9,,
2331,,,,,関連法案,9,,
2332,,,,,民意,9,,
2333,,,,,意向,9,,
2334,,,,,明確化,9,,
2335,,,,,都合,9,,
2336,,,,,そちら,9,,
2337,,,,,教育訓練,9,,
2338,,,,,満了,9,,
2339,,,,,マイナス成長,9,,
2340,,,,,疾患,9,,
2341,,,,,ロシア側,9,,
2342,,,,,財政検証,9,,
2343,,,,,出生率,9,,
2344,,,,,授業料免除,9,,
2345,,,,,東京大会,9,,
2346,,,,,少子化対策,9,,
2347,,,,,短期,9,,
2348,,,,,アスリート,9,,
2349,,,,,各地,9,,
2350,,,,,近隣,9,,
2351,,,,,広域,9,,
2352,,,,,瑞穂の国,9,,
2353,,,,,一般会計,9,,
2354,,,,,大阪市,9,,
2355,,,,,身分,9,,
2356,,,,,周り,9,,
2357,,,,,回数,9,,
2358,,,,,極東国際軍事裁判,9,,
2359,,,,,小野寺,9,,
2360,,,,,アフリカ,9,,
2361,,,,,フランス,9,,
2362,,,,,レビュー,9,,
2363,,,,,話し合い,9,,
2364,,,,,過度,9,,
2365,,,,,タイト,9,,
2366,,,,,整合性,9,,
2367,,,,,公費,9,,
2368,,,,,経営判断,9,,
2369,,,,,作物,9,,
2370,,,,,食料自給率,9,,
2371,,,,,食料自給力,9,,
2372,,,,,尽力,9,,
2373,,,,,生活支援,9,,
2374,,,,,合理的,9,,
2375,,,,,蓋然性,9,,
2376,,,,,卒業,9,,
2377,,,,,何度,9,,
2378,,,,,現金,9,,
2379,,,,,岩国,9,,
2380,,,,,半分,9,,
2381,,,,,県外,9,,
2382,,,,,駄目,9,,
2383,,,,,昨年度,9,,
2384,,,,,メートル,9,,
2385,,,,,騒音,9,,
2386,,,,,規則,9,,
2387,,,,,諮問,9,,
2388,,,,,誠実,9,,
2389,,,,,自衛官,9,,
2390,,,,,残業,9,,
2391,,,,,力による現状変更,9,,
2392,,,,,戦禍,9,,
2393,,,,,信用,9,,
2394,,,,,日本国憲法第9条,9,,
2395,,,,,身体,9,,
2396,,,,,ロードマップ,9,,
2397,,,,,ボーナス,9,,
2398,,,,,民間企業,9,,
2399,,,,,公的年金,9,,
2400,,,,,組合せ,9,,
2401,,,,,歳費,9,,
2402,,,,,労働基準法,9,,
2403,,,,,所期,9,,
2404,,,,,祖父,9,,
2405,,,,,地域住民,9,,
2406,,,,,円安方向,9,,
2407,,,,,代金,9,,
2408,,,,,目配り,9,,
2409,,,,,気候変動,9,,
2410,,,,,基本的価値,9,,
2411,,,,,ハローワーク,9,,
2412,,,,,小売,9,,
2413,,,,,全国各地,9,,
2414,,,,,若者たち,9,,
2415,,,,,各般,9,,
2416,,,,,地域づくり,9,,
2417,,,,,日間,9,,
2418,,,,,石破,9,,
2419,,,,,議員連盟,9,,
2420,,,,,満足,9,,
2421,,,,,JR,9,,
2422,,,,,ホテル,9,,
2423,,,,,疑惑,9,,
2424,,,,,内閣府,9,,
2425,,,,,塩崎恭久,9,,
2426,,,,,適格,9,,
2427,,,,,精査,9,,
2428,,,,,食事,9,,
2429,,,,,在外公館,9,,
2430,,,,,長期的,9,,
2431,,,,,除外,9,,
2432,,,,,的外れ,9,,
2433,,,,,呼称,9,,
2434,,,,,ネットワーク,9,,
2435,,,,,名誉毀損,9,,
2436,,,,,広範,9,,
2437,,,,,実質的,9,,
2438,,,,,強調,9,,
2439,,,,,下落,9,,
2440,,,,,相対的貧困率,9,,
2441,,,,,一般法,9,,
2442,,,,,防衛装備,9,,
2443,,,,,いま,9,,
2444,,,,,非常任理事国,9,,
2445,,,,,未来志向,9,,
2446,,,,,自動,9,,
2447,,,,,第四次産業,9,,
2448,,,,,画素,9,,
2449,,,,,早期発効,9,,
2450,,,,,和平,9,,
2451,,,,,北部訓練場,9,,
2452,,,,,新時代,9,,
2453,,,,,売買,9,,
2454,,,,,文部大臣,9,,
2455,,,,,監視委員会,9,,
2456,,,,,フロリダ,9,,
2457,,,,,刑事局,9,,
2458,,,,,所有者,9,,
2459,,,,,不明,9,,
2460,,,,,シームレス,8,,
2461,,,,,放送,8,,
2462,,,,,個人的,8,,
2463,,,,,土台,8,,
2464,,,,,調査結果,8,,
2465,,,,,作戦,8,,
2466,,,,,意思決定,8,,
2467,,,,,産業構造,8,,
2468,,,,,グローバル,8,,
2469,,,,,主権,8,,
2470,,,,,利点,8,,
2471,,,,,集まり,8,,
2472,,,,,社会保険料,8,,
2473,,,,,国家安全保障,8,,
2474,,,,,原案,8,,
2475,,,,,日本の農業,8,,
2476,,,,,不幸,8,,
2477,,,,,多国間,8,,
2478,,,,,国産,8,,
2479,,,,,日本型,8,,
2480,,,,,早急,8,,
2481,,,,,貸し付け,8,,
2482,,,,,危機感,8,,
2483,,,,,秘書,8,,
2484,,,,,高台移転,8,,
2485,,,,,震災前,8,,
2486,,,,,専門性,8,,
2487,,,,,理事長,8,,
2488,,,,,山梨県,8,,
2489,,,,,増加傾向,8,,
2490,,,,,業況判断,8,,
2491,,,,,非製造業,8,,
2492,,,,,自覚,8,,
2493,,,,,子ども・子育て支援新制度,8,,
2494,,,,,歴史的,8,,
2495,,,,,復興大臣,8,,
2496,,,,,大型,8,,
2497,,,,,福島県,8,,
2498,,,,,拠出,8,,
2499,,,,,国家安全保障会議,8,,
2500,,,,,国家安全保障戦略,8,,
2501,,,,,格段,8,,
2502,,,,,テロリスト,8,,
2503,,,,,特定秘密,8,,
2504,,,,,NATO,8,,
2505,,,,,多大,8,,
2506,,,,,損害,8,,
2507,,,,,歴代,8,,
2508,,,,,外相,8,,
2509,,,,,スケジュール,8,,
2510,,,,,立法府,8,,
2511,,,,,配備,8,,
2512,,,,,定着,8,,
2513,,,,,了承,8,,
2514,,,,,対等,8,,
2515,,,,,侵略,8,,
2516,,,,,鎮霊社,8,,
2517,,,,,誠意,8,,
2518,,,,,お祈り,8,,
2519,,,,,番組,8,,
2520,,,,,韓国側,8,,
2521,,,,,事象,8,,
2522,,,,,長野県,8,,
2523,,,,,大分,8,,
2524,,,,,報酬,8,,
2525,,,,,在宅医療,8,,
2526,,,,,政治的中立,8,,
2527,,,,,家事,8,,
2528,,,,,全体像,8,,
2529,,,,,補足,8,,
2530,,,,,柔軟性,8,,
2531,,,,,生き物,8,,
2532,,,,,合理化,8,,
2533,,,,,尊敬,8,,
2534,,,,,進化,8,,
2535,,,,,波及,8,,
2536,,,,,受益,8,,
2537,,,,,減免,8,,
2538,,,,,副総理,8,,
2539,,,,,途上国,8,,
2540,,,,,プレゼンス,8,,
2541,,,,,妥当,8,,
2542,,,,,参画,8,,
2543,,,,,政治的,8,,
2544,,,,,スタンス,8,,
2545,,,,,大阪都構想,8,,
2546,,,,,件数,8,,
2547,,,,,萩生田,8,,
2548,,,,,いやいや,8,,
2549,,,,,政務官,8,,
2550,,,,,衝突,8,,
2551,,,,,所要,8,,
2552,,,,,使い勝手,8,,
2553,,,,,ミックス,8,,
2554,,,,,多岐,8,,
2555,,,,,何人,8,,
2556,,,,,飼料,8,,
2557,,,,,フル,8,,
2558,,,,,配分,8,,
2559,,,,,プレー,8,,
2560,,,,,戦力,8,,
2561,,,,,SEALANE,8,,
2562,,,,,議連,8,,
2563,,,,,熱心,8,,
2564,,,,,十二分,8,,
2565,,,,,業種,8,,
2566,,,,,九州,8,,
2567,,,,,経路,8,,
2568,,,,,規制緩和,8,,
2569,,,,,最先端,8,,
2570,,,,,責任野党,8,,
2571,,,,,協調,8,,
2572,,,,,総会,8,,
2573,,,,,航行,8,,
2574,,,,,近隣諸国,8,,
2575,,,,,権能,8,,
2576,,,,,被害者,8,,
2577,,,,,国務長官,8,,
2578,,,,,破綻,8,,
2579,,,,,低迷,8,,
2580,,,,,社長,8,,
2581,,,,,おもてなし,8,,
2582,,,,,生き方,8,,
2583,,,,,使途,8,,
2584,,,,,メニュー,8,,
2585,,,,,不正,8,,
2586,,,,,目標達成,8,,
2587,,,,,変革,8,,
2588,,,,,利便性,8,,
2589,,,,,直近,8,,
2590,,,,,過労死,8,,
2591,,,,,人事院,8,,
2592,,,,,仮設住宅,8,,
2593,,,,,現状変更,8,,
2594,,,,,最高指揮官,8,,
2595,,,,,記述,8,,
2596,,,,,原子力発電所,8,,
2597,,,,,行政改革,8,,
2598,,,,,賛同,8,,
2599,,,,,再就職等監視委員会,8,,
2600,,,,,めど,8,,
2601,,,,,徴兵制,8,,
2602,,,,,調達,8,,
2603,,,,,切れ目のない対応,8,,
2604,,,,,危険物,8,,
2605,,,,,商工中金,8,,
2606,,,,,東アジア,8,,
2607,,,,,地方版,8,,
2608,,,,,販路,8,,
2609,,,,,中川昭一,8,,
2610,,,,,東京一極集中,8,,
2611,,,,,厚労省,8,,
2612,,,,,誤り,8,,
2613,,,,,時差,8,,
2614,,,,,輸出企業,8,,
2615,,,,,原子炉,8,,
2616,,,,,巨大,8,,
2617,,,,,個人消費,8,,
2618,,,,,柿沢,8,,
2619,,,,,法改正案,8,,
2620,,,,,減少傾向,8,,
2621,,,,,商店街,8,,
2622,,,,,複合,8,,
2623,,,,,首都,8,,
2624,,,,,大使館,8,,
2625,,,,,提唱,8,,
2626,,,,,人員,8,,
2627,,,,,前向き,8,,
2628,,,,,放棄,8,,
2629,,,,,技術力,8,,
2630,,,,,片山,8,,
2631,,,,,引用,8,,
2632,,,,,不当,8,,
2633,,,,,OECD,8,,
2634,,,,,運用基準,8,,
2635,,,,,戦闘地域,8,,
2636,,,,,態勢,8,,
2637,,,,,二子,8,,
2638,,,,,幼稚園,8,,
2639,,,,,東電,8,,
2640,,,,,民間事業者,8,,
2641,,,,,トヨタ,8,,
2642,,,,,恩恵,8,,
2643,,,,,威嚇,8,,
2644,,,,,射撃,8,,
2645,,,,,焦点,8,,
2646,,,,,統制,8,,
2647,,,,,信任,8,,
2648,,,,,濃度,8,,
2649,,,,,下問,8,,
2650,,,,,岡田代表,8,,
2651,,,,,蓮舫,8,,
2652,,,,,会話,8,,
2653,,,,,就業者,8,,
2654,,,,,合計,8,,
2655,,,,,かなり,8,,
2656,,,,,民主的,8,,
2657,,,,,休止,8,,
2658,,,,,抜き,8,,
2659,,,,,周辺事態,8,,
2660,,,,,履行,8,,
2661,,,,,希望の同盟,8,,
2662,,,,,北朝鮮の核実験,8,,
2663,,,,,走行,8,,
2664,,,,,人工知能,8,,
2665,,,,,Standing Ovation,8,,
2666,,,,,ジュバ,8,,
2667,,,,,一掃,8,,
2668,,,,,経済連携協定,8,,
2669,,,,,今世紀,8,,
2670,,,,,帰還困難区域,8,,
2671,,,,,対人,8,,
2672,,,,,理財局,8,,
2673,,,,,籠池,8,,
2674,,,,,集団,8,,
2675,,,,,共同記者会見,8,,
2676,,,,,マティス,8,,
2677,,,,,国防長官,8,,
2678,,,,,入国管理,8,,
2679,,,,,内政,8,,
2680,,,,,渡し,7,,
2681,,,,,膨大,7,,
2682,,,,,手順,7,,
2683,,,,,放送法,7,,
2684,,,,,自律,7,,
2685,,,,,違憲状態,7,,
2686,,,,,政治改革,7,,
2687,,,,,物品,7,,
2688,,,,,農産品,7,,
2689,,,,,事実関係,7,,
2690,,,,,特命,7,,
2691,,,,,電源,7,,
2692,,,,,新しい時代,7,,
2693,,,,,玉木,7,,
2694,,,,,進行,7,,
2695,,,,,分散,7,,
2696,,,,,センター,7,,
2697,,,,,回答,7,,
2698,,,,,トラブル,7,,
2699,,,,,生産者,7,,
2700,,,,,損壊,7,,
2701,,,,,被害状況,7,,
2702,,,,,圧倒的,7,,
2703,,,,,変動,7,,
2704,,,,,被保険者,7,,
2705,,,,,結果的,7,,
2706,,,,,報告書,7,,
2707,,,,,集落,7,,
2708,,,,,時給,7,,
2709,,,,,通年,7,,
2710,,,,,賃金水準,7,,
2711,,,,,教授,7,,
2712,,,,,短観,7,,
2713,,,,,谷垣,7,,
2714,,,,,資材,7,,
2715,,,,,増設,7,,
2716,,,,,出身,7,,
2717,,,,,サイバー攻撃,7,,
2718,,,,,防衛省,7,,
2719,,,,,特徴,7,,
2720,,,,,保全,7,,
2721,,,,,緻密,7,,
2722,,,,,報道機関,7,,
2723,,,,,岩屋,7,,
2724,,,,,主流,7,,
2725,,,,,イニシアチブ,7,,
2726,,,,,NPT,7,,
2727,,,,,懇談,7,,
2728,,,,,超党派,7,,
2729,,,,,遠目,7,,
2730,,,,,慰安婦問題,7,,
2731,,,,,農水省,7,,
2732,,,,,地位協定,7,,
2733,,,,,合祀,7,,
2734,,,,,礼儀,7,,
2735,,,,,駆けつけ警護,7,,
2736,,,,,春闘,7,,
2737,,,,,バリア,7,,
2738,,,,,中学校,7,,
2739,,,,,自宅,7,,
2740,,,,,見方,7,,
2741,,,,,いじめ,7,,
2742,,,,,答申,7,,
2743,,,,,ベスト,7,,
2744,,,,,専門職,7,,
2745,,,,,隅々,7,,
2746,,,,,許可,7,,
2747,,,,,キャリア,7,,
2748,,,,,本意,7,,
2749,,,,,中期,7,,
2750,,,,,当選,7,,
2751,,,,,野田政権,7,,
2752,,,,,不正受給,7,,
2753,,,,,窓口,7,,
2754,,,,,農業委員会,7,,
2755,,,,,規制改革会議,7,,
2756,,,,,三分,7,,
2757,,,,,教育再生実行会議,7,,
2758,,,,,技術協力,7,,
2759,,,,,増進,7,,
2760,,,,,高等教育,7,,
2761,,,,,返済,7,,
2762,,,,,不十分,7,,
2763,,,,,昼食,7,,
2764,,,,,外相会談,7,,
2765,,,,,労働力人口,7,,
2766,,,,,強み,7,,
2767,,,,,進出,7,,
2768,,,,,公共,7,,
2769,,,,,本会議,7,,
2770,,,,,歳入,7,,
2771,,,,,補正,7,,
2772,,,,,自主的,7,,
2773,,,,,審判,7,,
2774,,,,,グローバル人材,7,,
2775,,,,,通用,7,,
2776,,,,,それら,7,,
2777,,,,,自衛艦,7,,
2778,,,,,そうだ,7,,
2779,,,,,毎日,7,,
2780,,,,,最適,7,,
2781,,,,,国際テロ,7,,
2782,,,,,ODA,7,,
2783,,,,,勉強,7,,
2784,,,,,納付,7,,
2785,,,,,コミュニケーション,7,,
2786,,,,,山口,7,,
2787,,,,,企業家,7,,
2788,,,,,薬物,7,,
2789,,,,,関心,7,,
2790,,,,,三党合意,7,,
2791,,,,,両者,7,,
2792,,,,,マーケット,7,,
2793,,,,,農政改革,7,,
2794,,,,,一本,7,,
2795,,,,,岩盤,7,,
2796,,,,,従事,7,,
2797,,,,,リンク,7,,
2798,,,,,海賊,7,,
2799,,,,,見事,7,,
2800,,,,,個別的,7,,
2801,,,,,活発,7,,
2802,,,,,平穏,7,,
2803,,,,,夫婦。,7,,
2804,,,,,本土,7,,
2805,,,,,残り,7,,
2806,,,,,成熟,7,,
2807,,,,,胸襟,7,,
2808,,,,,この国。,7,,
2809,,,,,地方分権,7,,
2810,,,,,開通,7,,
2811,,,,,ミス,7,,
2812,,,,,労働環境,7,,
2813,,,,,ベトナム,7,,
2814,,,,,排出,7,,
2815,,,,,表示,7,,
2816,,,,,幹部,7,,
2817,,,,,砂川事件,7,,
2818,,,,,南西,7,,
2819,,,,,地区,7,,
2820,,,,,ニュース,7,,
2821,,,,,財政再建,7,,
2822,,,,,技術開発,7,,
2823,,,,,市長,7,,
2824,,,,,聴取,7,,
2825,,,,,疎通,7,,
2826,,,,,助言,7,,
2827,,,,,国際競争力,7,,
2828,,,,,具体策,7,,
2829,,,,,年金生活,7,,
2830,,,,,分化,7,,
2831,,,,,かかりつけ医,7,,
2832,,,,,使用者,7,,
2833,,,,,受給者,7,,
2834,,,,,用地取得,7,,
2835,,,,,返納,7,,
2836,,,,,学力,7,,
2837,,,,,山積,7,,
2838,,,,,任命責任,7,,
2839,,,,,学習,7,,
2840,,,,,検定,7,,
2841,,,,,都市部,7,,
2842,,,,,啓発,7,,
2843,,,,,肉親,7,,
2844,,,,,十五,7,,
2845,,,,,整合,7,,
2846,,,,,中間貯蔵施設,7,,
2847,,,,,延長線,7,,
2848,,,,,地域間,7,,
2849,,,,,電気,7,,
2850,,,,,全面自由化,7,,
2851,,,,,船舶,7,,
2852,,,,,攻め,7,,
2853,,,,,延べ,7,,
2854,,,,,自動車メーカー,7,,
2855,,,,,果敢,7,,
2856,,,,,信頼性,7,,
2857,,,,,移民政策,7,,
2858,,,,,展望,7,,
2859,,,,,霞が関,7,,
2860,,,,,社員,7,,
2861,,,,,本年度,7,,
2862,,,,,追及,7,,
2863,,,,,生産拠点,7,,
2864,,,,,海外投資,7,,
2865,,,,,届け,7,,
2866,,,,,操作,7,,
2867,,,,,安倍さん,7,,
2868,,,,,均てん,7,,
2869,,,,,運転,7,,
2870,,,,,開発支援,7,,
2871,,,,,石破茂,7,,
2872,,,,,ヒアリング,7,,
2873,,,,,新卒,7,,
2874,,,,,タイプ,7,,
2875,,,,,ギャンブル依存症,7,,
2876,,,,,減速,7,,
2877,,,,,感動,7,,
2878,,,,,推測,7,,
2879,,,,,結合,7,,
2880,,,,,麻生政権,7,,
2881,,,,,セキュリティー,7,,
2882,,,,,相続税,7,,
2883,,,,,イニシアティブ,7,,
2884,,,,,有無,7,,
2885,,,,,周辺事態安全確保法,7,,
2886,,,,,買い取り,7,,
2887,,,,,補給,7,,
2888,,,,,やり取り,7,,
2889,,,,,スタッフ,7,,
2890,,,,,児童,7,,
2891,,,,,剥落,7,,
2892,,,,,購入,7,,
2893,,,,,備蓄,7,,
2894,,,,,働き盛り,7,,
2895,,,,,農林水産,7,,
2896,,,,,記念,7,,
2897,,,,,職責,7,,
2898,,,,,重度,7,,
2899,,,,,バイオ,7,,
2900,,,,,後発医薬品,7,,
2901,,,,,自発的,7,,
2902,,,,,被災者支援,7,,
2903,,,,,脆弱,7,,
2904,,,,,逢坂,7,,
2905,,,,,送配,7,,
2906,,,,,保安,7,,
2907,,,,,軌を一にする,7,,
2908,,,,,海保,7,,
2909,,,,,搭載,7,,
2910,,,,,着弾,7,,
2911,,,,,先制攻撃,7,,
2912,,,,,証明,7,,
2913,,,,,はめ,7,,
2914,,,,,帰結,7,,
2915,,,,,破棄,7,,
2916,,,,,軍事力,7,,
2917,,,,,隊員,7,,
2918,,,,,岩手県,7,,
2919,,,,,侮辱,7,,
2920,,,,,パリ協定,7,,
2921,,,,,国際組織犯罪防止条約,7,,
2922,,,,,関税撤廃,7,,
2923,,,,,ヘリパッド,7,,
2924,,,,,連立,7,,
2925,,,,,金銭,7,,
2926,,,,,伊勢志摩サミット,7,,
2927,,,,,裁判所,7,,
2928,,,,,麻生太郎,7,,
2929,,,,,一円,7,,
2930,,,,,サプライチェーン,7,,
2931,,,,,営利企業,7,,
2932,,,,,組織的犯罪,7,,
2933,,,,,分割,7,,
2934,,,,,ネタニヤフ,7,,
2935,,,,,上級,7,,
2936,,,,,法務委員会,7,,
2937,,,,,ギャンブル,7,,
2938,,,,,手形,7,,
2939,,,,,第三者機関,6,,
2940,,,,,種類,6,,
2941,,,,,税目,6,,
2942,,,,,山田,6,,
2943,,,,,財務,6,,
2944,,,,,冒頭,6,,
2945,,,,,自主性,6,,
2946,,,,,農林水産委員会,6,,
2947,,,,,ファクト,6,,
2948,,,,,BEST MIX!,6,,
2949,,,,,景観,6,,
2950,,,,,たま,6,,
2951,,,,,ウラジオストク,6,,
2952,,,,,区分,6,,
2953,,,,,コントロールされている,6,,
2954,,,,,ブロック,6,,
2955,,,,,ライフライン,6,,
2956,,,,,地震,6,,
2957,,,,,支援策,6,,
2958,,,,,懸案,6,,
2959,,,,,十四日,6,,
2960,,,,,相対的,6,,
2961,,,,,若干,6,,
2962,,,,,橋本,6,,
2963,,,,,減税,6,,
2964,,,,,保護者,6,,
2965,,,,,さっき,6,,
2966,,,,,緊急事態,6,,
2967,,,,,単価,6,,
2968,,,,,福島第一原発事故,6,,
2969,,,,,知る権利,6,,
2970,,,,,全面的,6,,
2971,,,,,歴史認識,6,,
2972,,,,,苦痛,6,,
2973,,,,,ドア,6,,
2974,,,,,悲惨,6,,
2975,,,,,有益,6,,
2976,,,,,次元,6,,
2977,,,,,国際紛争,6,,
2978,,,,,命令,6,,
2979,,,,,グアム,6,,
2980,,,,,敗戦,6,,
2981,,,,,権力,6,,
2982,,,,,地上,6,,
2983,,,,,低利,6,,
2984,,,,,無理,6,,
2985,,,,,尊崇の念,6,,
2986,,,,,慰霊,6,,
2987,,,,,冥福,6,,
2988,,,,,先週,6,,
2989,,,,,十五日,6,,
2990,,,,,寸前,6,,
2991,,,,,生存権,6,,
2992,,,,,明文,6,,
2993,,,,,収れん,6,,
2994,,,,,山梨県知事,6,,
2995,,,,,もっともっと,6,,
2996,,,,,日本国内,6,,
2997,,,,,在宅,6,,
2998,,,,,待遇改善,6,,
2999,,,,,進歩,6,,
3000,,,,,急性,6,,
3001,,,,,教育長,6,,
3002,,,,,心身,6,,
3003,,,,,負債,6,,
3004,,,,,推計,6,,
3005,,,,,党首,6,,
3006,,,,,併用,6,,
3007,,,,,誰か,6,,
3008,,,,,ビザ,6,,
3009,,,,,国民年金,6,,
3010,,,,,情報開示,6,,
3011,,,,,授業料,6,,
3012,,,,,全額,6,,
3013,,,,,四十,6,,
3014,,,,,多角化,6,,
3015,,,,,会場,6,,
3016,,,,,技能実習制度,6,,
3017,,,,,看護師,6,,
3018,,,,,長時間,6,,
3019,,,,,年末,6,,
3020,,,,,固定資産税,6,,
3021,,,,,種々,6,,
3022,,,,,同法,6,,
3023,,,,,情報共有,6,,
3024,,,,,解雇,6,,
3025,,,,,みんなの党,6,,
3026,,,,,思想,6,,
3027,,,,,加盟,6,,
3028,,,,,学習指導要領,6,,
3029,,,,,Ballistic Missile Defense,6,,
3030,,,,,石原,6,,
3031,,,,,戦闘機,6,,
3032,,,,,大量破壊兵器,6,,
3033,,,,,松野,6,,
3034,,,,,倒産,6,,
3035,,,,,歳入庁,6,,
3036,,,,,小泉総理,6,,
3037,,,,,火力発電,6,,
3038,,,,,インフラ輸出,6,,
3039,,,,,継続的,6,,
3040,,,,,がち,6,,
3041,,,,,二国間関係,6,,
3042,,,,,習慣,6,,
3043,,,,,大豆,6,,
3044,,,,,持続的,6,,
3045,,,,,得意,6,,
3046,,,,,納得,6,,
3047,,,,,宗教,6,,
3048,,,,,遺族,6,,
3049,,,,,入札,6,,
3050,,,,,残存,6,,
3051,,,,,失業,6,,
3052,,,,,労働移動,6,,
3053,,,,,自由化,6,,
3054,,,,,発電,6,,
3055,,,,,数値目標,6,,
